Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,Country,PostCode
2021-07-08,18.96,14.59,16.78,19.15,8.83,22.9,14.08,DE,60386
2021-07-09,17.55,14.9,16.23,17.2,6.31,21.3,14.98,DE,60386
2021-07-10,19.31,14.2,16.76,19.66,12.01,24.48,12.47,DE,60386
2021-07-11,18.6,15.4,17.0,18.44,5.48,21.45,15.97,DE,60386
2021-07-12,19.96,14.55,17.26,20.13,11.75,24.75,13.0,DE,60386
2021-07-13,19.69,17.32,18.5,20.13,8.43,24.23,15.81,DE,60386
2021-07-14,17.19,14.7,15.94,17.5,6.5,20.47,13.97,DE,60386
2021-07-15,18.42,14.6,16.51,19.09,10.33,23.4,13.08,DE,60386
2021-07-16,19.8,16.28,18.04,20.16,10.12,24.24,14.12,DE,60386
2021-07-17,20.54,16.45,18.5,20.79,8.93,25.02,16.1,DE,60386
2021-07-18,20.65,15.18,17.92,21.17,14.51,27.11,12.6,DE,60386
2021-07-19,20.11,14.51,17.3,20.93,9.59,24.8,15.22,DE,60386
2021-07-20,18.63,12.42,15.53,19.73,12.05,24.23,12.17,DE,60386
2021-06-08,20.37,13.01,16.69,21.26,12.27,26.29,14.02,DE,10707
2021-06-09,20.92,11.23,16.08,22.12,14.07,26.85,12.77,DE,10707
2021-06-10,21.86,13.63,17.74,22.51,9.34,26.88,17.54,DE,10707
2021-06-11,22.28,13.74,18.01,23.15,11.14,27.39,16.25,DE,10707
2021-06-12,18.8,13.45,16.12,19.01,7.95,21.76,13.81,DE,10707
2021-06-13,15.73,8.17,11.95,16.65,10.79,20.87,10.08,DE,10707
2021-06-14,19.84,10.76,15.3,21.29,16.18,27.02,10.83,DE,10707
2021-06-15,20.24,13.05,16.65,21.05,9.91,24.58,14.67,DE,10707
2021-06-16,21.4,10.76,16.08,22.98,16.69,28.83,12.15,DE,10707
2021-06-17,26.44,15.32,20.87,27.23,15.56,33.68,18.11,DE,10707
2021-06-18,27.53,14.61,21.07,28.26,14.87,34.52,19.66,DE,10707
2021-06-19,27.41,18.35,22.88,28.15,14.36,34.62,20.26,DE,10707
2021-06-20,27.64,18.05,22.84,28.3,10.05,32.6,22.55,DE,10707
2021-06-21,25.15,17.71,21.44,26.05,9.66,30.13,20.48,DE,10707
2021-06-22,19.85,13.44,16.65,21.34,7.98,24.33,16.34,DE,10707
2021-06-23,18.76,11.27,15.01,20.21,10.03,23.8,13.77,DE,10707
2021-06-24,18.87,12.55,15.71,20.07,9.36,24.04,14.67,DE,10707
2021-06-25,19.62,13.37,16.5,20.58,9.61,23.87,14.26,DE,10707
2021-06-26,21.43,11.01,16.22,23.23,12.09,26.73,14.63,DE,10707
2021-06-27,22.5,11.57,17.03,24.4,13.17,28.23,15.05,DE,10707
2021-06-28,25.73,12.65,19.19,27.15,14.73,32.34,17.61,DE,10707
2021-06-29,23.28,15.26,19.27,23.75,10.63,29.36,18.73,DE,10707
2021-06-30,18.58,16.59,17.59,18.59,4.57,20.33,15.76,DE,10707
2021-07-01,16.82,15.33,16.07,16.8,4.99,19.74,14.75,DE,10707
2021-07-02,19.48,14.3,16.89,20.37,9.95,24.31,14.37,DE,10707
2021-07-03,19.79,13.24,16.51,20.9,11.64,25.25,13.61,DE,10707
2021-07-04,22.08,13.42,17.75,23.35,12.39,27.39,14.99,DE,10707
2021-07-05,20.51,15.08,17.8,20.87,6.95,23.96,17.01,DE,10707
2021-07-06,23.17,16.63,19.9,23.84,15.09,30.51,15.42,DE,10707
2021-07-07,20.13,14.98,17.55,21.3,8.19,24.6,16.41,DE,10707
2021-07-08,19.46,15.04,17.25,19.98,6.7,22.49,15.79,DE,10707
2021-07-09,19.3,17.17,18.23,19.7,7.88,23.66,15.78,DE,10707
2021-07-10,19.87,15.01,17.44,20.35,8.8,24.09,15.29,DE,10707
2021-07-11,22.49,15.29,18.89,22.75,10.83,27.7,16.87,DE,10707
2021-07-12,21.83,17.47,19.65,22.33,8.87,26.31,17.44,DE,10707
2021-07-13,24.15,16.95,20.55,24.66,12.88,30.12,17.24,DE,10707
2021-07-14,22.33,17.98,20.15,22.76,7.04,25.44,18.4,DE,10707
2021-07-15,22.86,17.04,19.95,23.95,11.99,27.98,15.99,DE,10707
2021-07-16,24.04,18.98,21.51,24.87,10.02,28.9,18.87,DE,10707
2021-07-17,23.71,18.92,21.31,24.13,9.68,28.12,18.45,DE,10707
2021-07-18,22.05,15.99,19.01,22.98,10.86,27.12,16.26,DE,10707
2021-07-19,18.01,11.27,14.65,19.17,7.8,21.68,13.87,DE,10707
2021-07-20,17.76,11.95,14.86,18.62,7.11,20.89,13.78,DE,10707
2021-06-08,20.37,13.01,16.69,21.26,12.27,26.29,14.02,DE,10719
2021-06-09,20.92,11.23,16.08,22.12,14.07,26.85,12.77,DE,10719
2021-06-10,21.86,13.63,17.74,22.51,9.34,26.88,17.54,DE,10719
2021-06-11,22.28,13.74,18.01,23.15,11.14,27.39,16.25,DE,10719
2021-06-12,18.8,13.45,16.12,19.01,7.95,21.76,13.81,DE,10719
2021-06-13,15.73,8.17,11.95,16.65,10.79,20.87,10.08,DE,10719
2021-06-14,19.84,10.76,15.3,21.29,16.18,27.02,10.83,DE,10719
